PA13061803441,1,,0,2015/12/21,2016/10/10
PA13112705472,1,,0,2015/10/15,2016/10/10
PA11101504734,1,,0,2016/02/21,2016/10/10
PA12030700923,1,,0,2015/11/25,2016/10/10
PA13071403948,1,,0,2016/02/21,2016/10/10
PA12040701676,1,,0,2015/09/30,2016/10/10
PA13110105130,1,,0,2016/02/19,2016/10/10
PA13110105127,1,,0,2015/09/30,2016/10/10
PA13110405176,1,,0,2015/12/21,2016/10/10
PA13032000892,1,,0,2016/03/10,2016/10/10
PA13121205733,1,,0,2016/02/20,2016/10/10
PA15020900527,1,,0,2016/01/04,2016/10/10
PA13120605642,1,,0,2016/02/18,2016/10/10
PA14011900228,1,,0,2016/07/09,2016/10/10
PA14010300024,1,,0,2016/02/18,2016/10/10
PA11100504425,1,,0,2016/03/10,2016/10/10
PA13062803681,1,,0,2015/09/29,2016/10/10
PA13050502410,1,,0,2015/11/24,2016/10/10
PA13060903319,1,,0,2016/02/18,2016/10/10
PA12122105098,1,,0,2016/03/10,2016/10/10
PA14033101109,1,,0,2016/04/08,2016/10/10
PA13110305168,1,,0,2016/01/04,2016/10/10
PA13052903074,1,,0,2016/02/19,2016/10/10
PA13082904519,1,,0,2015/11/24,2016/10/10
PA13122105846,1,,0,2015/09/29,2016/10/10
PA13070103722,1,,0,2016/03/10,2016/10/10
PA13072004055,1,,0,2016/01/04,2016/10/10
PA14062802601,1,,0,2016/07/09,2016/10/10
PA14040801385,1,,0,2016/01/04,2016/10/10
PA12061903214,1,,0,2015/11/25,2016/10/10
PA13061403368,1,,0,2015/11/25,2016/10/10
PA13082104410,1,,0,2015/11/25,2016/10/10
PA12022600686,1,,0,2015/11/25,2016/10/10
PA13062003519,1,,0,2015/11/25,2016/10/10
PA15052602387,1,,0,2016/04/08,2016/10/10
PA13052702997,1,,0,2015/09/30,2016/10/10
PA13033001249,1,,0,2015/12/11,2016/10/10
PA12022900736,1,,0,2016/02/20,2016/10/10
PA13040801548,1,,0,2016/02/19,2016/10/10
PA14032700942,1,,0,2016/01/04,2016/10/10
PA13053103123,1,,0,2016/08/01,2016/10/10
PA11053102191,1,,0,2016/02/18,2016/10/10
PA11120705858,1,,0,2015/12/21,2016/10/10
PA12101304381,1,,0,2016/02/19,2016/10/10
PA12032601351,1,,0,2016/02/20,2016/10/10
PA11092304205,1,,0,2015/09/30,2016/10/10
PA13071704010,1,,0,2016/02/21,2016/10/10
PA12030100770,1,,0,2016/02/21,2016/10/10
PA12062703336,1,,0,2016/02/21,2016/10/10
PA13121905818,1,,0,2016/04/08,2016/10/10
PA13092204696,1,,0,2016/02/18,2016/10/10
PA12070603475,1,,0,2016/02/21,2016/10/10
PA12121204978,1,,0,2016/02/21,2016/10/10
PA12011100163,1,,0,2015/09/30,2016/10/10
PA12053102994,1,,0,2015/11/25,2016/10/10
PA13052702995,1,,0,2015/09/30,2016/10/10
PA13071704006,1,,0,2016/02/21,2016/10/10
PA13071303922,1,,0,2016/02/21,2016/10/10
PA13061903495,1,,0,2016/02/20,2016/10/10
PA13061503407,1,,0,2016/02/18,2016/10/10
PA12041101835,1,,0,2015/09/30,2016/10/10
PA12092604266,1,,0,2015/12/11,2016/10/10
PA12100204301,1,,0,2016/02/20,2016/10/10
PA12090804101,1,,0,2015/09/30,2016/10/10
PA12081603913,1,,0,2015/11/25,2016/10/10
PA13040101330,1,,0,2016/02/23,2016/10/10
PA12070603464,1,,0,2016/02/21,2016/10/10
PA11092304227,1,,0,2015/11/24,2016/10/10
PA11102004870,1,,0,2016/02/21,2016/10/10
PA12110404619,1,,0,2015/09/30,2016/10/10
PA13102304968,1,,0,2016/02/23,2016/10/10
PA13052903069,1,,0,2016/02/23,2016/10/10
PA12110504632,1,,0,2016/05/24,2016/10/10
PA13010800057,1,,0,2015/12/21,2016/10/10
PA12112104798,1,,0,2015/12/21,2016/10/10
PA12040601645,1,,0,2016/03/11,2016/10/10
PA12041401935,1,,0,2015/11/25,2016/10/10
PA13012400232,1,,0,2015/12/21,2016/10/10
PA14040301227,1,,0,2016/01/04,2016/10/10
PA13012200207,1,,0,2016/02/17,2016/10/10
PA13110405178,1,,0,2016/03/10,2016/10/10
PA12020500353,1,,0,2015/11/24,2016/10/10
PA12121805032,1,,0,2016/02/19,2016/10/10
PA13051502688,1,,0,2015/11/24,2016/10/10
PA12110204602,1,,0,2015/12/21,2016/10/10
PA13032200971,1,,0,2015/12/21,2016/10/10
PA13052202888,1,,0,2015/09/29,2016/10/10
PA13040901585,1,,0,2016/06/27,2016/10/10
PA14010900159,1,,0,2015/09/29,2016/10/10
PA13110605213,1,,0,2016/03/11,2016/10/10
PA13072604120,1,,0,2015/09/29,2016/10/10
PA13042202053,1,,0,2016/03/10,2016/10/10
PA13042202062,1,,0,2016/07/07,2016/10/10
PA13041101656,1,,0,2015/09/30,2016/10/10
PA13050502411,1,,0,2015/09/30,2016/10/10
PA13051702758,1,,0,2015/09/30,2016/10/10
PA13042402135,1,,0,2016/02/18,2016/10/10
PA14060602377,1,,0,2016/02/21,2016/10/10
PA13062003529,1,,0,2015/11/24,2016/10/10
PA13050702464,1,,0,2015/12/21,2016/10/10
PA13050702459,1,,0,2015/09/30,2016/10/10
PA14022000367,1,,0,2015/12/24,2016/10/10
PA13052703001,1,,0,2015/09/30,2016/10/10
PA11092104152,1,,0,2016/03/11,2016/10/10
PA13061103340,1,,0,2016/02/18,2016/10/10
PA13052402929,1,,0,2015/09/30,2016/10/10
PA11041201143,1,,0,2016/02/18,2016/10/10
PA13060903314,1,,0,2016/02/18,2016/10/10
PA12071103514,1,,0,2016/02/19,2016/10/10
PA13120505607,1,,0,2015/12/24,2016/10/10
PA13070703845,1,,0,2016/02/17,2016/10/10
PA13071703986,1,,0,2016/02/21,2016/10/10
PA13071203908,1,,0,2016/07/07,2016/10/10
PA14022800495,1,,0,2016/02/19,2016/10/10
PA13071203913,1,,0,2015/11/24,2016/10/10
PA14042001637,1,,0,2016/08/19,2016/10/10
PA13090904601,1,,0,2016/03/10,2016/10/10
PA13111205282,1,,0,2015/12/21,2016/10/10
PA13100904830,1,,0,2016/03/10,2016/10/10
PA14010500063,1,,0,2016/05/10,2016/10/10
PA12122805165,1,,0,2016/02/20,2016/10/10
PA14032100787,1,,0,2015/09/29,2016/10/10
PA13042602236,1,,0,2016/03/10,2016/10/10
PA14040201200,1,,0,2016/08/19,2016/10/10
PA14041701581,1,,0,2015/09/30,2016/10/10
PA14043001898,1,,0,2016/07/09,2016/10/10
PA13040201400,1,,0,2016/02/19,2016/10/10
PA14050902013,1,,0,2016/02/18,2016/10/10
PA13051002550,1,,0,2016/03/11,2016/10/10
PA12122205105,1,,0,2015/11/24,2016/10/10
PA13101504873,1,,0,2016/03/10,2016/10/10
PA14072802787,1,,0,2015/09/30,2016/10/10
PA13110305167,1,,0,2016/01/04,2016/10/10
PA13051502677,1,,0,2015/11/25,2016/10/10
PA14040301262,1,,0,2015/09/29,2016/10/10
PA15090503545,1,,20826,2016/08/12,2016/10/10
PA13040201396,1,,0,2015/12/11,2016/10/10
PA13031600785,1,,0,2016/08/25,2016/10/10
PA14052202202,1,,0,2016/02/19,2016/10/10
PA13111305295,1,,0,2016/02/20,2016/10/10
PA14031700741,1,,0,2016/04/08,2016/10/10
PA12101304385,1,,0,2016/03/11,2016/10/10
PA13081504357,1,,0,2016/06/27,2016/10/10
PA14010200010,1,,0,2016/02/19,2016/10/10
PA13052002850,1,,0,2015/12/21,2016/10/10
PA13071303938,1,,0,2016/02/21,2016/10/10
PA13061103336,1,,0,2016/03/10,2016/10/10
PA12040801705,1,,0,2015/12/21,2016/10/10
PA14010800146,1,,0,2016/01/04,2016/10/10
PA14080102841,1,,0,2016/07/09,2016/10/10
PA14061702501,1,,52500,2016/06/15,2016/10/10
PA11042201422,1,,0,2015/11/25,2016/10/10
PA12021000413,1,,0,2016/02/21,2016/10/10
PA12072203602,1,,0,2016/02/21,2016/10/10
PA11120605852,1,,0,2015/09/30,2016/10/10
PA13071704013,1,,0,2016/02/21,2016/10/10
PA12052402841,1,,0,2015/12/21,2016/10/10
PA12062503308,1,,0,2016/06/27,2016/10/10
PA14032901022,1,,0,2016/07/07,2016/10/10
PA12050702464,1,,0,2016/05/31,2016/10/10
PA15031200693,1,,0,2016/01/04,2016/10/10
PA12042002082,1,,0,2015/09/30,2016/10/10
PA12082003931,1,,0,2016/07/07,2016/10/10
PA12051502660,1,,0,2015/12/21,2016/10/10
PA12113004899,1,,0,2016/02/21,2016/10/10
PA11093004396,1,,0,2015/11/25,2016/10/10
PA11101704785,1,,0,2015/11/25,2016/10/10
PA12121204977,1,,0,2016/07/07,2016/10/10
PA12080403805,1,,0,2015/09/30,2016/10/10
PA13051602732,1,,0,2016/03/10,2016/10/10
PA13031900881,1,,0,2016/02/23,2016/10/10
PA12050702463,1,,0,2015/12/21,2016/10/10
PA13071303939,1,,0,2016/02/23,2016/10/10
PA14012100257,1,,0,2016/07/09,2016/10/10
PA13052703028,1,,0,2016/02/19,2016/10/10
PA13121105709,1,,0,2016/01/04,2016/10/10
PA12080603823,1,,0,2015/12/21,2016/10/10
PA12030800973,1,,0,2016/02/23,2016/10/10
PA12080703833,1,,0,2016/04/08,2016/10/10
PA12032701379,1,,0,2015/09/30,2016/10/10
PA15031000664,1,,0,2016/01/04,2016/10/10
PA13060503232,1,,0,2016/02/19,2016/10/10
PA14030600602,1,,0,2015/09/29,2016/10/10
PA13061303357,1,,0,2016/03/10,2016/10/10
PA13030600592,1,,0,2015/12/21,2016/10/10
PA13041801911,1,,0,2016/03/11,2016/10/10
PA12090604084,1,,0,2016/02/17,2016/10/10
PA13032200961,1,,0,2015/12/21,2016/10/10
PA13040401447,1,,0,2015/09/30,2016/10/10
PA14030500560,1,,0,2015/09/29,2016/10/10
PA13072504114,1,,0,2016/02/19,2016/10/10
PA13040201387,1,,0,2016/05/26,2016/10/10
PA13041601801,1,,0,2015/09/30,2016/10/10
PA13042302075,1,,0,2015/12/21,2016/10/10
PA13041901943,1,,0,2016/02/20,2016/10/10
PA13050402389,1,,0,2015/09/30,2016/10/10
PA14062402570,1,,0,2016/03/10,2016/10/10
PA13050502405,1,,0,2015/09/30,2016/10/10
PA13052602979,1,,0,2016/02/20,2016/10/10
PA14111003379,1,,0,2016/03/10,2016/10/10
PA13122305879,1,,0,2016/02/21,2016/10/10
PA13051402654,1,,0,2016/05/31,2016/10/10
PA14041401490,1,,0,2015/09/29,2016/10/10
PA14041201467,1,,0,2016/02/20,2016/10/10
PA13042302076,1,,0,2016/02/17,2016/10/10
PA12122805162,1,,0,2016/02/17,2016/10/10
PA12072603665,1,,0,2015/11/25,2016/10/10
PA12090804104,1,,0,2016/02/17,2016/10/10
PA13062003535,1,,0,2016/02/21,2016/10/10
PA13052102855,1,,0,2015/10/15,2016/10/10
PA13052102867,1,,0,2016/05/31,2016/10/10
PA13071303919,1,,0,2015/11/24,2016/10/10
PA11112905683,1,,0,2016/02/21,2016/10/10
PA11090904007,1,,0,2015/09/30,2016/10/10
PA12051502662,1,,0,2015/09/30,2016/10/10
PA13070603812,1,,0,2015/09/30,2016/10/10
PA13100904831,1,,0,2015/09/30,2016/10/10
PA14062302560,1,,0,2016/03/10,2016/10/10
PA13092804772,1,,0,2016/02/20,2016/10/10
PA14122803700,1,,0,2016/03/10,2016/10/10
PA14100703154,1,,0,2016/03/10,2016/10/10
PA14040901406,1,,0,2016/01/04,2016/10/10
PA14081102879,1,,0,2016/03/10,2016/10/10
PA14022500443,1,,0,2016/02/18,2016/10/10
PA14062302558,1,,0,2016/02/20,2016/10/10
PA14040301223,1,,0,2016/07/09,2016/10/10
PA12010300008,1,,0,2015/11/24,2016/10/10
PA14042401749,1,,0,2016/02/19,2016/10/10
PA12050302370,1,,0,2015/11/24,2016/10/10
PA14051902166,1,,0,2016/03/10,2016/10/10
PA14042601812,1,,0,2016/02/18,2016/10/10
PA12010400035,1,,0,2015/11/24,2016/10/10
PA14050902002,1,,58500,2016/08/15,2016/10/10
PA13051002520,1,,0,2016/03/10,2016/10/10
PA14071402705,1,,52500,2016/07/15,2016/10/10
PA13042202041,1,,0,2016/03/10,2016/10/10
PA13062003527,1,,0,2015/11/24,2016/10/10
PA13032000924,1,,0,2015/11/24,2016/10/10
PA13070603820,1,,0,2015/11/25,2016/10/10
PA13110305165,1,,0,2016/01/04,2016/10/10
PA13032701183,1,,0,2015/12/21,2016/10/10
PA11120205748,1,,0,2015/09/30,2016/10/10
PA13121905829,1,,0,2016/02/20,2016/10/10
PA14033001082,1,,0,2016/02/20,2016/10/10
PA14040401302,1,,0,2016/02/18,2016/10/10
PA14032800990,1,,0,2016/02/18,2016/10/10
PA14070202633,1,,0,2016/01/04,2016/10/10
PA13052803062,1,,0,2016/05/30,2016/10/10
PA13122505913,1,,0,2016/08/12,2016/10/10
PA15122104744,1,,0,2016/08/25,2016/10/10
PA11102504971,1,,0,2013/02/26,2016/10/10
PA13102805048,1,,0,2016/02/21,2016/10/10
PA13052803056,1,,0,2015/09/29,2016/10/10
PA12042102115,1,,0,2016/05/31,2016/10/10
PA12040701675,1,,0,2015/09/30,2016/10/10
PA14053102326,1,,0,2016/08/10,2016/10/10
PA12031901176,1,,0,2016/02/21,2016/10/10
PA12110804672,1,,0,2015/11/25,2016/10/10
PA12013100287,1,,0,2016/02/21,2016/10/10
PA13091704662,1,,0,2016/04/08,2016/10/10
PA11121405968,1,,0,2015/09/30,2016/10/10
PA13071303932,1,,0,2016/02/23,2016/10/10
PA14122303617,1,,0,2016/08/19,2016/10/10
PA12031001010,1,,0,2015/09/30,2016/10/10
PA12042402197,1,,0,2015/09/30,2016/10/10
PA12031801171,1,,0,2016/02/21,2016/10/10
PA12052602886,1,,0,2015/09/30,2016/10/10
PA13052402946,1,,0,2015/11/25,2016/10/10
PA12080703835,1,,0,2016/04/08,2016/10/10
PA13070603817,1,,0,2015/11/25,2016/10/10
PA13012200206,1,,0,2016/07/07,2016/10/10
PA12020700364,1,,0,2016/02/23,2016/10/10
PA14043001892,1,,0,2015/10/14,2016/10/10
PA12112804870,1,,0,2015/09/30,2016/10/10
PA11120905915,1,,0,2016/02/23,2016/10/10
PA12040601626,1,,0,2016/02/23,2016/10/10
PA12072103593,1,,0,2016/02/23,2016/10/10
PA12031401111,1,,0,2015/09/30,2016/10/10
PA13071704011,1,,0,2016/02/21,2016/10/10
PA12101704425,1,,0,2015/11/25,2016/10/10
PA11101304652,1,,0,2015/11/25,2016/10/10
PA15112604437,1,,37609.38,2016/08/19,2016/10/10
PA12101704430,1,,0,2015/09/30,2016/10/10
PA12100404305,1,,0,2016/02/21,2016/10/10
PA13070103726,1,,0,2016/03/11,2016/10/10
PA12041601977,1,,0,2015/09/30,2016/10/10
PA13071303928,1,,0,2015/11/24,2016/10/10
PA13012600253,1,,0,2016/02/21,2016/10/10
PA12052902921,1,,0,2016/03/10,2016/10/10
PA14042801862,1,,0,2015/09/29,2016/10/10
PA13101804921,1,,0,2016/02/18,2016/10/10
PA13030500588,1,,0,2015/09/30,2016/10/10
PA12031401108,1,,0,2016/03/11,2016/10/10
PA13031600807,1,,0,2015/09/30,2016/10/10
PA12061803208,1,,0,2016/06/02,2016/10/10
PA11052402087,1,,.46,2015/01/01,2016/10/10
PA13032701181,1,,0,2016/07/09,2016/10/10
PA12121905065,1,,0,2016/02/19,2016/10/10
PA13041201690,1,,0,2015/09/29,2016/10/10
PA13033101294,1,,0,2015/11/24,2016/10/10
PA13041601804,1,,0,2016/02/21,2016/10/10
PA13050602418,1,,0,2015/09/30,2016/10/10
PA14061202418,1,,0,2015/09/30,2016/10/10
PA13041201696,1,,0,2016/04/08,2016/10/10
PA14032901005,1,,0,2016/02/18,2016/10/10
PA12081003871,1,,0,2015/12/21,2016/10/10
PA13050802473,1,,0,2016/03/11,2016/10/10
PA13051502696,1,,0,2016/08/13,2016/10/10
PA13112005378,1,,0,2016/02/20,2016/10/10
PA13060503218,1,,0,2016/03/10,2016/10/10
PA13110705246,1,,0,2016/02/17,2016/10/10
PA13052602977,1,,0,2015/12/21,2016/10/10
PA14061902517,1,,0,2016/02/18,2016/10/10
PA13062003538,1,,0,2016/02/21,2016/10/10
PA13062003548,1,,0,2015/11/24,2016/10/10
PA13040901573,1,,0,2015/09/29,2016/10/10
PA12071603543,1,,0,2015/11/25,2016/10/10
PA13060403206,1,,0,2016/03/11,2016/10/10
PA13080904294,1,,0,2015/09/29,2016/10/10
PA13070703846,1,,0,2015/11/24,2016/10/10
PA13071303920,1,,0,2015/11/24,2016/10/10
PA14032600884,1,,0,2016/08/19,2016/10/10
PA13030700618,1,,0,2015/09/29,2016/10/10
PA13110905259,1,,0,2016/02/20,2016/10/10
PA12030500840,1,,0,2015/10/15,2016/10/10
PA13112705478,1,,0,2015/09/30,2016/10/10
PA15010700042,1,,0,2016/03/10,2016/10/10
PA13120605641,1,,0,2016/07/09,2016/10/10
PA13041701887,1,,0,2016/02/20,2016/10/10
PA14053002308,1,,0,2015/12/24,2016/10/10
PA13110405170,1,,0,2016/04/08,2016/10/10
PA13110505210,1,,45040.6,2016/08/05,2016/10/10
PA12021200448,1,,0,2016/02/20,2016/10/10
PA13091604653,1,,0,2016/03/10,2016/10/10
PA13092204689,1,,0,2016/02/18,2016/10/10
PA13121805817,1,,0,2015/12/21,2016/10/10
PA14021700350,1,,0,2016/01/04,2016/10/10
PA13040901577,1,,0,2016/03/10,2016/10/10
PA14021700351,1,,0,2015/09/29,2016/10/10
PA14051602094,1,,0,2016/01/04,2016/10/10
PA14030700619,1,,0,2015/09/29,2016/10/10
PA12070603477,1,,0,2015/11/24,2016/10/10
PA13121405753,1,,0,2016/03/10,2016/10/10
PA12041802015,1,,0,2015/11/24,2016/10/10
PA13110505205,1,,0,2016/01/04,2016/10/10
PA13021900370,1,,0,2016/03/10,2016/10/10
PA14072802789,1,,0,2016/01/04,2016/10/10
PA13061903491,1,,0,2015/09/29,2016/10/10
PA14061302448,1,,159375,2016/08/15,2016/10/10
PA12052302803,1,,0,2015/11/25,2016/10/10
PA11102705051,1,,0,2015/11/25,2016/10/10
PA12101004357,1,,0,2016/04/08,2016/10/10
PA12020300330,1,,0,2015/11/25,2016/10/10
PA13062003544,1,,0,2015/11/25,2016/10/10
PA13032000910,1,,0,2016/02/17,2016/10/10
PA13101104855,1,,0,2016/03/11,2016/10/10
PA12052202785,1,,0,2016/06/27,2016/10/10
PA13011800176,1,,0,2016/07/07,2016/10/10
PA12060603079,1,,0,2016/06/27,2016/10/10
PA13082104411,1,,0,2016/02/19,2016/10/10
PA13072704139,1,,0,2016/02/17,2016/10/10
PA13022000378,1,,0,2016/02/17,2016/10/10
PA13123106026,1,,0,2016/02/21,2016/10/10
PA13052703018,1,,0,2016/02/19,2016/10/10
PA11102004885,1,,0,2015/11/25,2016/10/10
PA14051202026,1,,0,2016/02/17,2016/10/10
PA11100904506,1,,0,2015/09/30,2016/10/10
PA13070203738,1,,0,2016/07/07,2016/10/10
PA13060503228,1,,0,2015/09/29,2016/10/10
PA11120505819,1,,0,2016/02/21,2016/10/10
PA12033101506,1,,0,2015/09/30,2016/10/10
PA13050902494,1,,0,2016/02/21,2016/10/10
PA12121505001,1,,0,2016/07/07,2016/10/10
PA13011800173,1,,0,2016/07/07,2016/10/10
PA12082303949,1,,0,2015/09/30,2016/10/10
PA12102204481,1,,0,2016/02/21,2016/10/10
PA11100704452,1,,0,2015/09/30,2016/10/10
PA13062203599,1,,0,2016/02/18,2016/10/10
PA11110105216,1,,0,2015/11/25,2016/10/10
PA13012000185,1,,0,2016/02/23,2016/10/10
PA12110204608,1,,0,2016/02/21,2016/10/10
PA12070603463,1,,0,2016/02/23,2016/10/10
PA11090603959,1,,0,2016/02/21,2016/10/10
PA12030900991,1,,0,2016/02/23,2016/10/10
PA12070603478,1,,0,2016/02/23,2016/10/10
PA12031401094,1,,0,2016/02/20,2016/10/10
PA12070603471,1,,0,2016/02/23,2016/10/10
PA13071704012,1,,0,2016/02/23,2016/10/10
PA14041801607,1,,0,2016/02/23,2016/10/10
PA13052703023,1,,0,2016/02/20,2016/10/10
PA13110505207,1,,0,2016/02/23,2016/10/10
PA12111504719,1,,0,2016/02/19,2016/10/10
PA12112104803,1,,0,2015/12/21,2016/10/10
PA12102904552,1,,0,2015/09/30,2016/10/10
PA13120505596,1,,0,2015/10/14,2016/10/10
PA12030200795,1,,0,2016/02/23,2016/10/10
PA12120704932,1,,0,2016/08/25,2016/10/10
PA13080604264,1,,0,2016/05/31,2016/10/10
PA13111905372,1,,0,2016/02/23,2016/10/10
PA12041401928,1,,0,2015/12/21,2016/10/10
PA13062903701,1,,0,2016/02/19,2016/10/10
PA13010500028,1,,0,2016/02/19,2016/10/10
PA14052902293,1,,0,2016/02/17,2016/10/10
PA14021500339,1,,0,2016/03/10,2016/10/10
PA13021900369,1,,0,2015/09/30,2016/10/10
PA13032200968,1,,0,2016/07/09,2016/10/10
PA13032200972,1,,0,2015/12/21,2016/10/10
PA13040901586,1,,0,2016/04/08,2016/10/10
PA14060702380,1,,0,2016/02/19,2016/10/10
PA13042001977,1,,0,2015/09/30,2016/10/10
PA13041901949,1,,0,2015/12/21,2016/10/10
PA13051402669,1,,0,2016/02/18,2016/10/10
PA13050102317,1,,0,2016/08/25,2016/10/10
PA13052502957,1,,0,2015/09/30,2016/10/10
PA13052703010,1,,0,2015/09/30,2016/10/10
PA14032700932,1,,0,2016/02/20,2016/10/10
PA12110904675,1,,0,2016/02/17,2016/10/10
PA13060303180,1,,0,2016/02/18,2016/10/10
PA13060803285,1,,0,2016/02/18,2016/10/10
PA13060703269,1,,0,2015/09/29,2016/10/10
PA13062803692,1,,0,2016/03/11,2016/10/10
PA13051302621,1,,0,2015/09/30,2016/10/10
PA12071703556,1,,0,2015/11/24,2016/10/10
PA12100904329,1,,0,2015/12/21,2016/10/10
PA13062703666,1,,0,2015/09/30,2016/10/10
PA13070403762,1,,0,2016/03/11,2016/10/10
PA14030500573,1,,0,2016/02/18,2016/10/10
PA13051102566,1,,0,2016/03/11,2016/10/10
PA13101904929,1,,0,2016/05/10,2016/10/10
PA13062503647,1,,0,2016/03/10,2016/10/10
PA13111805335,1,,0,2015/12/21,2016/10/10
PA13111605323,1,,0,2015/12/21,2016/10/10
PA13101604893,1,,0,2015/09/30,2016/10/10
PA13110705241,1,,0,2015/12/21,2016/10/10
PA13111905365,1,,0,2015/12/21,2016/10/10
PA13112805492,1,,0,2015/09/30,2016/10/10
PA13121805816,1,,0,2015/12/21,2016/10/10
PA13112005390,1,,0,2016/02/20,2016/10/10
PA14091703059,1,,0,2015/12/24,2016/10/10
PA13050802477,1,,0,2016/05/20,2016/10/10
PA12052202789,1,,0,2015/11/24,2016/10/10
PA14080102839,1,,0,2016/02/19,2016/10/10
PA14032400856,1,,0,2015/09/30,2016/10/10
PA14010400041,1,,0,2016/01/04,2016/10/10
PA14033001056,1,,0,2015/09/30,2016/10/10
PA14051402075,1,,0,2015/09/30,2016/10/10
PA14042001638,1,,0,2016/08/19,2016/10/10
PA14122303622,1,,0,2016/01/04,2016/10/10
PA14050901998,1,,0,2016/04/08,2016/10/10
PA13053103144,1,,0,2016/03/10,2016/10/10
PA12011300187,1,,0,2015/11/24,2016/10/10
PA12013100288,1,,0,2015/09/30,2016/10/10
PA13032000909,1,,0,2015/12/11,2016/10/10
PA13052602973,1,,0,2015/12/21,2016/10/10
PA12040601627,1,,0,2015/12/11,2016/10/10
PA13033001248,1,,0,2015/12/11,2016/10/10
PA12030900989,1,,0,2016/02/21,2016/10/10
PA14050501932,1,,0,2016/01/04,2016/10/10
PA13032701092,1,,0,2016/02/18,2016/10/10
PA14032700935,1,,0,2016/01/04,2016/10/10
PA13011800182,1,,0,2016/07/07,2016/10/10
PA15122104743,1,,0,2016/08/25,2016/10/10
PA11103005127,1,,0,2015/11/25,2016/10/10
PA12092504262,1,,0,2016/02/19,2016/10/10
PA11113005701,1,,0,2012/12/30,2016/10/10
PA12070603457,1,,0,2016/02/21,2016/10/10
PA13112005381,1,,0,2016/02/21,2016/10/10
PA12021000408,1,,0,2016/02/21,2016/10/10
PA13041601825,1,,0,2016/02/21,2016/10/10
PA12020600358,1,,0,2016/02/21,2016/10/10
PA12030300814,1,,0,2015/09/30,2016/10/10
PA12050302386,1,,0,2016/03/11,2016/10/10
PA12121404993,1,,0,2016/02/21,2016/10/10
PA11093004383,1,,0,2015/11/25,2016/10/10
PA12042002102,1,,0,2015/12/21,2016/10/10
PA12031901179,1,,0,2016/02/21,2016/10/10
PA12050802466,1,,0,2015/09/30,2016/10/10
PA12042302165,1,,0,2015/09/30,2016/10/10
PA12022800706,1,,0,2016/02/21,2016/10/10
PA13062003531,1,,0,2016/02/21,2016/10/10
