PA11121706013,2016/05/30,6599,2016/05/30,2016/10/17
PA12011100163,2015/09/30,216384,2015/09/30,2016/10/17
PA12040601651,2015/12/21,547656,2015/12/21,2016/10/17
PA12041201856,2016/03/11,186362,2016/03/11,2016/10/17
PA12041802015,2015/11/24,161090,2015/11/24,2016/10/17
PA12070603478,2016/02/23,97975,2016/02/23,2016/10/17
PA12050602442,2015/09/30,484900,2015/09/30,2016/10/17
PA12050702463,2015/12/21,162534,2015/12/21,2016/10/17
PA12040201561,2015/11/25,88214,2015/11/25,2016/10/17
PA12042102124,2014/12/27,1855253,2014/12/27,2016/10/17
PA12042102127,2015/11/25,67195,2015/11/25,2016/10/17
PA12041201870,2016/05/31,116465,2016/05/31,2016/10/17
PA12031401111,2015/09/30,528679,2015/09/30,2016/10/17
PA12042402197,2015/09/30,54369,2015/09/30,2016/10/17
PA12010400035,2015/11/24,523920,2015/11/24,2016/10/17
PA12030100770,2016/02/21,96577,2016/02/21,2016/10/17
PA12032701379,2015/09/30,43759,2015/09/30,2016/10/17
PA12053002949,2015/11/25,200491,2015/11/25,2016/10/17
PA13040201370,2015/11/25,120100,2015/11/25,2016/10/17
PA12032901446,2015/11/25,736907,2015/11/25,2016/10/17
PA12060203018,2016/03/11,87061,2016/03/11,2016/10/17
PA12070603471,2016/02/23,363140,2016/02/23,2016/10/17
PA13030700618,2015/09/29,143294,2015/09/29,2016/10/17
PA12051302612,2016/06/02,64933,2016/06/02,2016/10/17
PA12052502848,2015/11/24,188816,2015/11/24,2016/10/17
PA12041802031,2015/12/21,686474,2015/12/21,2016/10/17
PA12040601632,2015/09/30,41792,2015/09/30,2016/10/17
PA12013100288,2015/09/30,82265,2015/09/30,2016/10/17
PA12031901179,2016/02/21,70833,2016/02/21,2016/10/17
PA12020700370,2016/02/21,95215,2016/02/21,2016/10/17
PA12030600896,2015/09/30,352180,2015/09/30,2016/10/17
PA12060403060,2016/03/11,524781,2016/03/11,2016/10/17
PA12052902921,2016/03/10,263461,2016/03/10,2016/10/17
PA12050702464,2016/05/31,109264,2016/05/31,2016/10/17
PA12031401094,2016/02/20,189332,2016/02/20,2016/10/17
PA13031600785,2016/08/25,169957,2016/08/25,2016/10/17
PA12062503308,2016/06/27,129023,2016/06/27,2016/10/17
PA12040101540,2015/09/30,298654,2015/09/30,2016/10/17
PA12051702700,2015/09/30,497040,2015/09/30,2016/10/17
PA12052302803,2015/11/25,393240,2015/11/25,2016/10/17
PA11110705335,2015/09/30,32014,2015/09/30,2016/10/17
PA12030800973,2016/02/23,89180,2016/02/23,2016/10/17
PA12042002082,2015/09/30,101318,2015/09/30,2016/10/17
PA12042002082,2015/09/30,373076,2015/09/30,2016/10/17
PA12050802466,2015/09/30,204392,2015/09/30,2016/10/17
PA11090904007,2015/09/30,449564,2015/09/30,2016/10/17
PA12031001022,2015/09/30,134189,2015/09/30,2016/10/17
PA12050202359,2015/11/25,383243,2015/11/25,2016/10/17
PA12040601627,2015/12/11,1302611,2015/12/11,2016/10/17
PA12031001010,2015/09/30,21323,2015/09/30,2016/10/17
PA12051502660,2015/12/21,59424,2015/12/21,2016/10/17
PA12070403433,2015/09/30,144993,2015/09/30,2016/10/17
PA12070403433,2015/09/30,635607,2015/09/30,2016/10/17
PA12030900991,2016/02/23,87173,2016/02/23,2016/10/17
PA12051002540,2016/03/11,246272,2016/03/11,2016/10/17
PA12040901773,2015/12/21,1008637,2015/12/21,2016/10/17
PA12030100768,2015/09/30,263209,2015/09/30,2016/10/17
PA12032001235,2015/11/24,143985,2015/11/24,2016/10/17
PA12030500840,2015/10/15,737647,2015/10/15,2016/10/17
PA12033101506,2015/09/30,130687,2015/09/30,2016/10/17
PA12033101506,2015/09/30,464188,2015/09/30,2016/10/17
PA12030200795,2016/02/23,181093,2016/02/23,2016/10/17
PA12050302386,2016/03/11,333576,2016/03/11,2016/10/17
PA12121204977,2016/07/07,75581,2016/07/07,2016/10/17
PA12031101038,2016/02/23,339532,2016/02/23,2016/10/17
PA12050302380,2015/11/24,95297,2015/11/24,2016/10/17
PA12051502662,2015/09/30,407402,2015/09/30,2016/10/17
PA12040701675,2015/09/30,140620,2015/09/30,2016/10/17
PA12052602886,2015/09/30,302842,2015/09/30,2016/10/17
PA12052902933,2015/12/21,309203,2015/12/21,2016/10/17
PA12062503305,2016/02/20,316093,2016/02/20,2016/10/17
PA12041401928,2015/12/21,74582,2015/12/21,2016/10/17
PA12062703336,2016/02/21,163684,2016/02/21,2016/10/17
PA12030900989,2016/02/21,351697,2016/02/21,2016/10/17
PA12040601645,2016/03/11,124386,2016/03/11,2016/10/17
PA13030600609,2015/12/21,78928,2015/12/21,2016/10/17
PA12070603457,2016/02/21,253479,2016/02/21,2016/10/17
PA12070603460,2016/02/21,163386,2016/02/21,2016/10/17
PA12070603464,2016/02/21,74907,2016/02/21,2016/10/17
PA12070603463,2016/02/23,258225,2016/02/23,2016/10/17
PA12070603470,2016/02/21,152213,2016/02/21,2016/10/17
PA12021800523,2016/02/21,386215,2016/02/21,2016/10/17
PA12042102115,2016/05/31,114064,2016/05/31,2016/10/17
PA12082703982,2016/02/23,148404,2016/02/23,2016/10/17
PA12071103514,2016/02/19,23326,2016/02/19,2016/10/17
PA12040801701,2015/12/21,523929,2015/12/21,2016/10/17
PA12040801705,2015/12/21,327488,2015/12/21,2016/10/17
PA13040101330,2016/02/23,398419,2016/02/23,2016/10/17
PA12102204481,2016/02/21,47049,2016/02/21,2016/10/17
PA12052602883,2016/04/08,252078,2016/04/08,2016/10/17
PA12041601977,2015/09/30,513991,2015/09/30,2016/10/17
PA12070603477,2015/11/24,108158,2015/11/24,2016/10/17
PA12121905065,2016/02/19,129491,2016/02/19,2016/10/17
PA12082003931,2016/07/07,179537,2016/07/07,2016/10/17
PA12072003576,2015/11/24,181336,2015/11/24,2016/10/17
PA12052402841,2015/12/21,116164,2015/12/21,2016/10/17
PA12110504632,2016/05/24,57693,2016/05/24,2016/10/17
PA12040601626,2016/02/23,95469,2016/02/23,2016/10/17
PA12041101835,2015/09/30,264876,2015/09/30,2016/10/17
PA12042302165,2015/09/30,238732,2015/09/30,2016/10/17
PA12090804104,2016/02/17,1905958,2016/02/17,2016/10/17
PA12090904107,2015/11/24,343765,2015/11/24,2016/10/17
PA12070603475,2016/02/21,170069,2016/02/21,2016/10/17
PA12072603665,2015/11/25,434320,2015/11/25,2016/10/17
PA12052202785,2016/06/27,130081,2016/06/27,2016/10/17
PA12051302611,2015/11/25,383115,2015/11/25,2016/10/17
PA12102904552,2015/09/30,178478,2015/09/30,2016/10/17
PA12091904182,2015/09/30,269888,2015/09/30,2016/10/17
PA12101704430,2015/09/30,671625,2015/09/30,2016/10/17
PA12110804672,2015/11/25,288634,2015/11/25,2016/10/17
PA12092104210,2016/02/23,122560,2016/02/23,2016/10/17
PA12101304381,2016/02/19,195644,2016/02/19,2016/10/17
PA12032901435,2016/08/25,22678,2016/08/25,2016/10/17
PA12090604085,2015/11/25,249978,2015/11/25,2016/10/17
PA12072203602,2016/02/21,113610,2016/02/21,2016/10/17
PA12053102994,2015/11/25,744841,2015/11/25,2016/10/17
PA12041601975,2015/09/30,60597,2015/09/30,2016/10/17
PA12111604728,2015/12/11,2622934,2015/12/11,2016/10/17
PA12032601351,2016/02/20,204388,2016/02/20,2016/10/17
PA12080403805,2015/09/30,737917,2015/09/30,2016/10/17
PA12032001245,2015/09/30,23506,2015/09/30,2016/10/17
PA11102004870,2016/02/21,215486,2016/02/21,2016/10/17
PA12042802298,2015/09/30,147885,2015/09/30,2016/10/17
PA12110904675,2016/02/17,1428760,2016/02/17,2016/10/17
PA12082303949,2015/09/30,315580,2015/09/30,2016/10/17
PA12071703556,2015/11/24,441291,2015/11/24,2016/10/17
PA12072103593,2016/02/23,129020,2016/02/23,2016/10/17
PA12040701676,2015/09/30,427606,2015/09/30,2016/10/17
PA12060303031,2016/05/31,84106,2016/05/31,2016/10/17
PA12052202789,2015/11/24,131929,2015/11/24,2016/10/17
PA12121805038,2015/12/21,388503,2015/12/21,2016/10/17
PA12122405123,2016/03/11,156103,2016/03/11,2016/10/17
PA12122805162,2016/02/17,599265,2016/02/17,2016/10/17
PA13010500028,2016/02/19,780367,2016/02/19,2016/10/17
PA12090804101,2015/09/30,326251,2015/09/30,2016/10/17
PA12090804102,2015/09/30,88693,2015/09/30,2016/10/17
PA13030300510,2016/02/18,312977,2016/02/18,2016/10/17
PA12111504719,2016/02/19,275930,2016/02/19,2016/10/17
PA12080603823,2015/12/21,31847,2015/12/21,2016/10/17
PA12101704434,2016/05/10,102142,2016/05/10,2016/10/17
PA12040701668,2015/11/24,396078,2015/11/24,2016/10/17
PA12102404495,2015/12/21,239942,2015/12/21,2016/10/17
PA12112804870,2015/09/30,70348,2015/09/30,2016/10/17
PA12113004899,2016/02/21,147995,2016/02/21,2016/10/17
PA12112904890,2015/09/30,278991,2015/09/30,2016/10/17
PA13033101295,2015/12/21,146350,2015/12/21,2016/10/17
PA12042002102,2015/12/21,70211,2015/12/21,2016/10/17
PA12121905070,2016/02/17,756522,2016/02/17,2016/10/17
PA12111204700,2015/12/11,1887858,2015/12/11,2016/10/17
PA12120704932,2016/08/25,10546,2016/08/25,2016/10/17
PA12101004357,2016/04/08,78308,2016/04/08,2016/10/17
PA12030700923,2015/11/25,752175,2015/11/25,2016/10/17
PA12030300814,2015/09/30,230350,2015/09/30,2016/10/17
PA12022900736,2016/02/20,66997,2016/02/20,2016/10/17
PA12052302806,2016/03/11,385867,2016/03/11,2016/10/17
PA12080503819,2016/04/08,1129472,2016/04/08,2016/10/17
PA12041401935,2015/11/25,431052,2015/11/25,2016/10/17
PA12092804293,2016/02/23,111455,2016/02/23,2016/10/17
PA12081903926,2015/12/11,2628248,2015/12/11,2016/10/17
PA12092504261,2015/12/11,3064024,2015/12/11,2016/10/17
PA12122405116,2015/09/30,634902,2015/09/30,2016/10/17
PA12101304385,2016/03/11,90162,2016/03/11,2016/10/17
PA12090704095,2016/03/11,143428,2016/03/11,2016/10/17
PA12122805165,2016/02/20,213296,2016/02/20,2016/10/17
PA12050302370,2015/11/24,173631,2015/11/24,2016/10/17
PA12080703833,2016/04/08,1129472,2016/04/08,2016/10/17
PA12022100556,2015/09/30,468589,2015/09/30,2016/10/17
PA12021500481,2016/02/21,163622,2016/02/21,2016/10/17
PA12121204978,2016/02/21,136366,2016/02/21,2016/10/17
PA12110404619,2015/09/30,241743,2015/09/30,2016/10/17
PA12081603913,2015/11/25,149803,2015/11/25,2016/10/17
PA13040101328,2016/02/19,440090,2016/02/19,2016/10/17
PA13051702755,2015/12/21,241685,2015/12/21,2016/10/17
PA13051702758,2015/09/30,295212,2015/09/30,2016/10/17
PA13020500304,2015/11/25,75197,2015/11/25,2016/10/17
PA13010800057,2015/12/21,649881,2015/12/21,2016/10/17
PA13042202039,2015/09/29,624015,2015/09/29,2016/10/17
PA13012100191,2016/05/31,233355,2016/05/31,2016/10/17
PA13012200207,2016/02/17,701060,2016/02/17,2016/10/17
PA13012400232,2015/12/21,137916,2015/12/21,2016/10/17
PA12100404305,2016/02/21,116462,2016/02/21,2016/10/17
PA12112704853,2016/07/07,25626,2016/07/07,2016/10/17
PA13022100392,2015/09/29,119189,2015/09/29,2016/10/17
PA13032200971,2015/12/21,87954,2015/12/21,2016/10/17
PA13032200968,2016/07/09,4231,2016/07/09,2016/10/17
PA13032200967,2015/12/21,102569,2015/12/21,2016/10/17
PA13051702745,2016/07/07,33900,2016/07/07,2016/10/17
PA13051702757,2015/11/24,107854,2015/11/24,2016/10/17
PA13041701864,2016/05/31,141762,2016/05/31,2016/10/17
PA13041701887,2016/02/20,297361,2016/02/20,2016/10/17
PA13041901949,2015/12/21,143660,2015/12/21,2016/10/17
PA13041001617,2016/08/05,40124,2016/08/05,2016/10/17
PA13041001637,2015/10/15,18275,2015/10/15,2016/10/17
PA13032701180,2015/09/30,129703,2015/09/30,2016/10/17
PA13012000185,2016/02/23,151343,2016/02/23,2016/10/17
PA13050702459,2015/09/30,206282,2015/09/30,2016/10/17
PA13050702461,2015/09/30,209486,2015/09/30,2016/10/17
PA13050702464,2015/12/21,590018,2015/12/21,2016/10/17
PA13050802478,2015/09/30,409698,2015/09/30,2016/10/17
PA13040401447,2015/09/30,42715,2015/09/30,2016/10/17
PA13040401447,2015/09/30,156286,2015/09/30,2016/10/17
PA13050802480,2015/01/04,72422,2015/01/04,2016/10/17
PA12092804282,2015/12/21,426033,2015/12/21,2016/10/17
PA12090604084,2016/02/17,198710,2016/02/17,2016/10/17
PA12103104582,2016/05/10,68692,2016/05/10,2016/10/17
PA12071103512,2015/12/21,84204,2015/12/21,2016/10/17
PA13021900369,2015/09/30,63617,2015/09/30,2016/10/17
PA13021900369,2015/09/30,168943,2015/09/30,2016/10/17
PA13032701181,2016/07/09,11980,2016/07/09,2016/10/17
PA13050902500,2016/07/12,21863,2016/07/12,2016/10/17
PA12112104798,2015/12/21,193056,2015/12/21,2016/10/17
PA13022600440,2015/12/21,187481,2015/12/21,2016/10/17
PA13021900370,2016/03/10,92059,2016/03/10,2016/10/17
PA13022000378,2016/02/17,554494,2016/02/17,2016/10/17
PA13032000924,2015/11/24,181247,2015/11/24,2016/10/17
PA13051102569,2015/09/29,261492,2015/09/29,2016/10/17
PA13051302604,2015/12/21,454214,2015/12/21,2016/10/17
PA12061903214,2015/11/25,1284118,2015/11/25,2016/10/17
PA12060703117,2016/06/16,37120,2016/06/16,2016/10/17
PA12110204610,2016/02/21,140934,2016/02/21,2016/10/17
PA12112304825,2016/02/23,47720,2016/02/23,2016/10/17
PA13012300213,2015/09/29,138469,2015/09/29,2016/10/17
PA13041201690,2015/09/29,22526,2015/09/29,2016/10/17
PA13041201696,2016/04/08,184615,2016/04/08,2016/10/17
PA13041101671,2016/08/05,23650,2016/08/05,2016/10/17
PA13040201396,2015/12/11,2718312,2015/12/11,2016/10/17
PA13041101656,2015/09/30,191357,2015/09/30,2016/10/17
PA13041401740,2016/07/20,92637,2016/07/20,2016/10/17
PA13032701183,2015/12/21,190453,2015/12/21,2016/10/17
PA12121805032,2016/02/19,272303,2016/02/19,2016/10/17
PA12111704754,2016/02/18,231712,2016/02/18,2016/10/17
PA13040901585,2016/06/27,6431,2016/06/27,2016/10/17
PA13041601800,2015/09/29,146944,2015/09/29,2016/10/17
PA13012800262,2015/09/30,224342,2015/09/30,2016/10/17
PA13012800262,2015/09/30,-14021,2015/09/30,2016/10/17
PA13011500153,2016/02/21,83338,2016/02/21,2016/10/17
PA13051702764,2015/12/21,310871,2015/12/21,2016/10/17
PA12101704425,2015/11/25,89722,2015/11/25,2016/10/17
PA13012600253,2016/02/21,66754,2016/02/21,2016/10/17
PA13011800176,2016/07/07,276289,2016/07/07,2016/10/17
PA13031700832,2016/04/08,217423,2016/04/08,2016/10/17
PA12061803208,2016/06/02,6666,2016/06/02,2016/10/17
PA12101804446,2016/06/24,162516,2016/06/24,2016/10/17
PA12100904329,2015/12/21,131924,2015/12/21,2016/10/17
PA12102904546,2015/12/21,178447,2015/12/21,2016/10/17
PA12080703835,2016/04/08,1089746,2016/04/08,2016/10/17
PA13041201697,2015/09/30,467464,2015/09/30,2016/10/17
PA13040201400,2016/02/19,280095,2016/02/19,2016/10/17
PA13040801548,2016/02/19,464096,2016/02/19,2016/10/17
PA13040801544,2016/06/07,71453,2016/06/07,2016/10/17
PA12122205105,2015/11/24,259918,2015/11/24,2016/10/17
PA13041501784,2016/02/18,543877,2016/02/18,2016/10/17
PA13041601801,2015/09/30,130091,2015/09/30,2016/10/17
PA13042001977,2015/09/30,227565,2015/09/30,2016/10/17
PA13040901577,2016/03/10,106762,2016/03/10,2016/10/17
PA13040701501,2016/07/07,88033,2016/07/07,2016/10/17
PA13050402390,2015/12/21,1171844,2015/12/21,2016/10/17
PA13050502405,2015/09/30,147191,2015/09/30,2016/10/17
PA13050502410,2015/11/24,140576,2015/11/24,2016/10/17
PA12060603079,2016/06/27,94133,2016/06/27,2016/10/17
PA13031800853,2016/02/21,103600,2016/02/21,2016/10/17
PA13042602236,2016/03/10,186767,2016/03/10,2016/10/17
PA13042702245,2016/02/17,1315884,2016/02/17,2016/10/17
PA12092504262,2016/02/19,50369,2016/02/19,2016/10/17
PA12121404993,2016/02/21,113547,2016/02/21,2016/10/17
PA12102404497,2016/03/10,220554,2016/03/10,2016/10/17
PA12110204602,2015/12/21,32770,2015/12/21,2016/10/17
PA12110204608,2016/02/21,90100,2016/02/21,2016/10/17
PA13042202053,2016/03/10,128417,2016/03/10,2016/10/17
PA13041901943,2016/02/20,207435,2016/02/20,2016/10/17
PA13040901573,2015/09/29,627264,2015/09/29,2016/10/17
PA12081403899,2016/08/19,130656,2016/08/19,2016/10/17
PA12081403904,2015/12/21,656171,2015/12/21,2016/10/17
PA12121505001,2016/07/07,156948,2016/07/07,2016/10/17
PA12122105098,2016/03/10,75229,2016/03/10,2016/10/17
PA13011800173,2016/07/07,32479,2016/07/07,2016/10/17
PA12121104964,2016/07/07,252710,2016/07/07,2016/10/17
PA13042202062,2016/07/07,28846,2016/07/07,2016/10/17
PA13042302076,2016/02/17,287094,2016/02/17,2016/10/17
PA13010900063,2015/12/21,80579,2015/12/21,2016/10/17
PA13011800182,2016/07/07,180505,2016/07/07,2016/10/17
PA13032200972,2015/12/21,71428,2015/12/21,2016/10/17
PA13032601057,2016/02/20,541405,2016/02/20,2016/10/17
PA13032701095,2016/02/19,330601,2016/02/19,2016/10/17
PA13033001249,2015/12/11,3227842,2015/12/11,2016/10/17
PA13012200206,2016/07/07,47509,2016/07/07,2016/10/17
PA13041501776,2016/02/21,240037,2016/02/21,2016/10/17
PA13041601825,2016/02/21,131064,2016/02/21,2016/10/17
PA13042102016,2015/12/21,412187,2015/12/21,2016/10/17
PA13041601804,2016/02/21,346501,2016/02/21,2016/10/17
PA13032701092,2016/02/18,408775,2016/02/18,2016/10/17
PA13040901586,2016/04/08,1124202,2016/04/08,2016/10/17
PA13040401446,2015/12/21,344442,2015/12/21,2016/10/17
PA13041901945,2016/03/11,136424,2016/03/11,2016/10/17
PA13050502411,2015/09/30,190089,2015/09/30,2016/10/17
PA13050602418,2015/09/30,184070,2015/09/30,2016/10/17
PA13051602732,2016/03/10,111929,2016/03/10,2016/10/17
PA12081003871,2015/12/21,670953,2015/12/21,2016/10/17
PA13033001248,2015/12/11,3257851,2015/12/11,2016/10/17
PA13042902289,2016/08/12,127721,2016/08/12,2016/10/17
PA13032000909,2015/12/11,2680960,2015/12/11,2016/10/17
PA13050102317,2016/08/25,336094,2016/08/25,2016/10/17
PA13050702456,2015/12/21,64670,2015/12/21,2016/10/17
PA13042202041,2016/03/10,460027,2016/03/10,2016/10/17
PA13032300988,2015/09/30,52743,2015/09/30,2016/10/17
PA12100204301,2016/02/20,216597,2016/02/20,2016/10/17
PA12092604266,2015/12/11,3719812,2015/12/11,2016/10/17
PA13042402134,2015/12/11,2973265,2015/12/11,2016/10/17
PA13061903491,2015/09/29,538887,2015/09/29,2016/10/17
PA13061903495,2016/02/20,296578,2016/02/20,2016/10/17
PA13061903504,2015/09/30,154880,2015/09/30,2016/10/17
PA13062003535,2016/02/21,113548,2016/02/21,2016/10/17
PA13062503628,2016/03/11,132644,2016/03/11,2016/10/17
PA13051102566,2016/03/11,101790,2016/03/11,2016/10/17
PA13051402654,2016/05/31,87990,2016/05/31,2016/10/17
PA13071704006,2016/02/21,236137,2016/02/21,2016/10/17
PA13082004406,2015/09/29,547328,2015/09/29,2016/10/17
PA13082104411,2016/02/19,85129,2016/02/19,2016/10/17
PA13053003113,2015/09/30,622594,2015/09/30,2016/10/17
PA13053003113,2015/09/30,27017,2015/09/30,2016/10/17
PA13072704139,2016/02/17,18773,2016/02/17,2016/10/17
PA13073004160,2016/05/06,35093,2016/05/06,2016/10/17
PA13073004167,2016/05/30,68088,2016/05/30,2016/10/17
PA13073004170,2016/02/19,43789,2016/02/19,2016/10/17
PA13042402146,2015/09/30,448369,2015/09/30,2016/10/17
PA13050202331,2016/02/21,131561,2016/02/21,2016/10/17
PA13052903074,2016/02/19,268900,2016/02/19,2016/10/17
PA13042602220,2015/09/30,116088,2015/09/30,2016/10/17
PA13051802789,2015/09/29,678785,2015/09/29,2016/10/17
PA13052102862,2015/09/29,146444,2015/09/29,2016/10/17
PA13052102862,2015/09/30,-13500,2015/09/30,2016/10/17
PA13052202888,2015/09/29,673284,2015/09/29,2016/10/17
PA13052502957,2015/09/30,333197,2015/09/30,2016/10/17
PA13052402946,2015/11/25,194318,2015/11/25,2016/10/17
PA13061903494,2016/05/31,238492,2016/05/31,2016/10/17
PA13062803681,2015/09/29,216936,2015/09/29,2016/10/17
PA13050802473,2016/03/11,90323,2016/03/11,2016/10/17
PA13041801911,2016/03/11,150058,2016/03/11,2016/10/17
PA13070103722,2016/03/10,364736,2016/03/10,2016/10/17
PA13071303919,2015/11/24,140056,2015/11/24,2016/10/17
PA13072004055,2015/01/04,562101,2015/01/04,2016/10/17
PA13061103336,2016/03/10,140096,2016/03/10,2016/10/17
PA13061103340,2016/02/18,155094,2016/02/18,2016/10/17
PA13061103344,2016/03/11,124092,2016/03/11,2016/10/17
PA13041601802,2015/09/29,283789,2015/09/29,2016/10/17
PA13053103144,2016/03/10,324582,2016/03/10,2016/10/17
PA13071703986,2016/02/21,217340,2016/02/21,2016/10/17
PA13091604653,2016/03/10,139482,2016/03/10,2016/10/17
PA13060503218,2016/03/10,414843,2016/03/10,2016/10/17
PA13052402929,2015/09/30,330096,2015/09/30,2016/10/17
PA13070503802,2016/02/19,61051,2016/02/19,2016/10/17
PA13070503805,2016/02/19,104925,2016/02/19,2016/10/17
PA13070603817,2015/11/25,751109,2015/11/25,2016/10/17
PA13070603820,2015/11/25,325943,2015/11/25,2016/10/17
PA13070703845,2016/02/17,945877,2016/02/17,2016/10/17
PA13061303357,2016/03/10,475987,2016/03/10,2016/10/17
PA13062703677,2016/03/10,688638,2016/03/10,2016/10/17
PA13091704662,2016/04/08,189581,2016/04/08,2016/10/17
PA13092204689,2016/02/18,360474,2016/02/18,2016/10/17
PA13092204696,2016/02/18,712058,2016/02/18,2016/10/17
PA13092304699,2016/02/23,113428,2016/02/23,2016/10/17
