PA11042301461,06,1,288000,2011/04/23,2015/05/15,,0,,0,,,2016/10/31
PA11040801081,06,1,824500,2011/03/25,2016/09/15,,0,,0,,,2016/10/31
PA11091904122,06,1,280500,2011/09/30,2017/02/15,,,,0,,,2016/10/31
PA11093004383,06,1,382500,2011/09/30,2016/10/15,,,,0,,,2016/10/31
PA11082103702,06,1,504000,2011/08/27,2017/03/15,,,,0,,,2016/10/31
PA11090603959,06,1,525300,2011/09/29,2017/02/15,,,,0,,,2016/10/31
PA11092904355,06,1,358700,2011/09/29,2016/10/15,,,,0,,,2016/10/31
PA13033101275,06,1,352000,2013/03/28,2017/04/15,,0,,0,,,2016/10/31
PA11090803992,06,1,720000,2011/09/30,2017/02/15,,,,0,,,2016/10/31
PA11082603788,06,1,722500,2011/08/24,2017/03/15,,0,,0,,,2016/10/31
PA11092004148,06,1,522750,2011/08/25,2016/11/15,,,,0,,,2016/10/31
PA11101704785,06,1,531250,2011/10/22,2016/11/15,,,,0,,,2016/10/31
PA11092304225,06,1,382500,2011/09/26,2016/10/15,,,,0,,,2016/10/31
PA11101304651,06,1,176000,2011/10/19,2015/04/15,,0,,0,,,2016/10/31
PA11102504971,06,1,348500,2011/10/25,2016/11/15,,0,,0,,,2016/10/31
PA13030600592,06,1,260000,2013/03/07,2018/03/15,,,,0,,,2016/10/31
PA13033101284,06,1,272000,2013/04/16,2018/05/15,,,,0,,,2016/10/31
PA11100704452,06,1,374000,2011/10/01,2016/10/15,,0,,0,,,2016/10/31
PA11102004885,06,1,748000,2011/10/20,2016/10/15,,,,0,,,2016/10/31
PA11111705482,06,1,320000,2011/11/17,2017/05/15,,,,0,,,2016/10/31
PA13030500581,06,1,508300,2013/03/19,2018/04/15,,,,0,,,2016/10/31
PA11101804815,06,1,1980000,2011/09/19,2017/03/15,,0,,.02,,,2016/10/31
PA11101804815,06,1,1980000,2011/09/19,2017/03/15,,0,,.02,,,2016/10/31
PA13030500555,06,1,328000,2013/03/17,2017/04/15,,,,0,,,2016/10/31
PA12021200448,06,1,722500,2012/02/12,2017/09/15,,,,0,,,2016/10/31
PA11120205748,06,1,844200,2011/12/01,2017/06/15,,0,,0,,,2016/10/31
PA12021300451,06,1,390150,2012/02/20,2017/03/15,,,,0,,,2016/10/31
PA12031401108,06,1,369750,2012/03/14,2017/11/15,,,,0,,,2016/10/31
PA13022700454,06,1,320000,2013/03/06,2017/03/15,,0,,0,,,2016/10/31
PA13022700454,06,1,320000,2013/03/06,2017/03/15,,0,,0,,,2016/10/31
PA11122506093,06,1,280500,2011/12/31,2017/04/15,,,,0,,,2016/10/31
PA11112905683,06,1,352750,2011/12/08,2017/04/15,,,,0,,,2016/10/31
PA13032901221,06,1,270000,2013/04/02,2018/05/15,,,,0,,,2016/10/31
PA12022600683,06,1,864000,2012/02/25,2017/03/15,,,,0,,,2016/10/31
PA12022800706,06,1,341475,2012/03/06,2017/03/15,,,,0,,,2016/10/31
PA12011300187,06,1,518500,2012/02/09,2017/05/15,,,,0,,,2016/10/31
PA13031100665,06,1,652500,2013/03/11,2018/03/15,,,,0,,,2016/10/31
PA12010900103,06,1,369750,2012/01/01,2017/03/15,,,,0,,,2016/10/31
PA12030600883,06,1,289000,2012/03/01,2017/09/15,,,,0,,,2016/10/31
PA11103005127,06,1,501500,2011/10/28,2017/02/15,,,,0,,,2016/10/31
PA12013000278,06,1,308000,2012/02/27,2017/03/15,,0,,0,,,2016/10/31
PA12013000278,06,1,308000,2012/02/27,2017/03/15,,0,,0,,,2016/10/31
PA12021000413,06,1,276250,2012/02/24,2017/03/15,,,,0,,,2016/10/31
PA11120905915,06,1,289000,2011/12/19,2017/04/15,,,,0,,,2016/10/31
PA13031600799,06,1,292000,2013/03/16,2017/04/15,,,,0,,,2016/10/31
PA12020900398,06,1,768000,2012/02/04,2017/03/15,,0,,0,,,2016/10/31
PA12022600686,06,1,348500,2012/03/06,2017/07/15,,,,0,,,2016/10/31
PA11121906026,06,1,809100,2011/12/30,2017/03/15,,0,,0,,,2016/10/31
PA11121906026,06,1,809100,2011/12/30,2017/03/15,,0,,0,,,2016/10/31
PA11100904506,06,1,348500,2011/10/13,2017/01/15,,,,0,,,2016/10/31
PA13031600806,06,1,3116971,2013/03/18,2018/10/15,,0,,.04,,,2016/10/31
PA13031600806,06,1,3116971,2013/03/18,2018/10/15,,0,,.04,,,2016/10/31
PA12013100287,06,1,350200,2012/02/20,2017/02/15,,,,0,,,2016/10/31
PA11101304652,06,1,688500,2011/10/01,2017/01/15,,0,,0,,,2016/10/31
PA11101304652,06,1,688500,2011/10/01,2017/01/15,,0,,0,,,2016/10/31
PA12013000285,06,1,276250,2012/02/20,2017/05/15,,,,0,,,2016/10/31
PA11093004396,06,1,289000,2011/09/30,2016/10/15,,0,,0,,,2016/10/31
PA11093004396,06,1,289000,2011/09/30,2016/10/15,,0,,0,,,2016/10/31
PA11101504734,06,1,284750,2011/11/07,2017/03/15,,,,0,,,2016/10/31
PA12010600073,06,1,276250,2012/01/13,2017/04/15,,,,0,,,2016/10/31
PA11120705858,06,1,722500,2011/12/01,2017/08/15,,,,0,,,2016/10/31
PA11120705874,06,1,344250,2011/12/31,2017/04/15,,,,0,,,2016/10/31
PA11121405968,06,1,488750,2011/12/04,2017/03/15,,0,,0,,,2016/10/31
PA11120605852,06,1,782400,2011/11/25,2017/06/15,,,,0,,,2016/10/31
PA13030500588,06,1,789300,2013/03/01,2018/03/15,,,,0,,,2016/10/31
PA12020500353,06,1,352750,2012/02/22,2017/08/15,,,,0,,,2016/10/31
PA12020500354,06,1,276250,2012/02/22,2017/05/15,,,,0,,,2016/10/31
PA12032701374,06,1,624000,2012/04/17,2017/04/15,,,,0,,,2016/10/31
PA11122306076,06,1,731000,2011/12/31,2017/04/15,,,,0,,,2016/10/31
PA12020200326,06,1,357000,2012/02/20,2017/02/15,,,,0,,,2016/10/31
PA13022800464,06,1,380000,2013/03/08,2017/04/15,,0,,0,,,2016/10/31
PA12030800959,06,1,355300,2012/03/27,2017/07/15,,,,0,,,2016/10/31
PA13032901230,06,1,292000,2013/03/29,2017/05/15,,,,0,,,2016/10/31
PA12031901176,06,1,267750,2012/04/13,2017/04/15,,,,0,,,2016/10/31
PA12031201054,06,1,348500,2012/04/08,2017/07/15,,,,0,,,2016/10/31
PA12020600358,06,1,276250,2012/02/22,2017/05/15,,,,0,,,2016/10/31
PA13030600596,06,1,283050,2013/03/15,2018/03/15,,,,0,,,2016/10/31
PA12021000408,06,1,292500,2012/02/29,2017/06/15,,,,0,,,2016/10/31
PA12020300330,06,1,1008000,2012/02/13,2017/06/15,,,,0,,,2016/10/31
PA11113005701,06,1,227500,2011/12/01,2015/06/15,,,,0,,,2016/10/31
PA12031801171,06,1,344250,2012/04/13,2017/07/15,,,,0,,,2016/10/31
PA12010300008,06,1,276250,2012/01/07,2017/04/15,,,,0,,,2016/10/31
PA12020700364,06,1,278800,2012/02/24,2017/03/15,,,,0,,,2016/10/31
PA13031500748,06,1,272000,2013/03/15,2018/04/15,,,,0,,,2016/10/31
PA13031500755,06,1,270000,2013/03/14,2018/03/15,,,,0,,,2016/10/31
PA11120505819,06,1,274550,2011/12/12,2017/03/15,,,,0,,,2016/10/31
PA12031701150,06,1,217500,2012/03/22,2015/03/15,,,,0,,,2016/10/31
PA12020500355,06,1,276250,2012/02/20,2017/05/15,,,,0,,,2016/10/31
PA11121205941,06,1,276250,2011/12/30,2017/04/15,,,,0,,,2016/10/31
PA11121706013,06,1,306000,2011/12/04,2016/12/15,,0,,0,,,2016/10/31
PA11111005402,06,1,1016500,2011/11/28,2017/12/15,,,,0,,,2016/10/31
PA12011100163,06,1,374000,2012/01/08,2017/02/15,,,,0,,,2016/10/31
PA12040601651,06,1,748000,2012/03/29,2017/10/15,,,,0,,,2016/10/31
PA12041201856,06,1,722500,2012/04/06,2018/04/15,,,,0,,,2016/10/31
PA12041802015,06,1,352750,2012/04/22,2017/05/15,,0,,0,,,2016/10/31
PA12041802015,06,1,352750,2012/04/22,2017/05/15,,0,,0,,,2016/10/31
PA12070603473,06,1,720000,2012/07/15,2017/11/15,,,,0,,,2016/10/31
PA12070603478,06,1,272000,2012/07/16,2017/08/15,,,,0,,,2016/10/31
PA12053102991,06,1,783000,2012/05/15,2018/07/15,,,,0,,,2016/10/31
PA12050602442,06,1,779040,2012/05/10,2017/05/15,,,,0,,,2016/10/31
PA12050702463,06,1,289000,2012/04/18,2017/11/15,,,,0,,,2016/10/31
PA12042602264,06,1,756000,2012/05/15,2018/06/15,,,,0,,,2016/10/31
PA12040201561,06,1,628000,2012/04/04,2017/07/15,,,,0,,,2016/10/31
PA12042102124,06,1,2541956,2012/03/24,2016/04/15,,0,,.02,,,2016/10/31
PA12042102124,06,1,2541956,2012/03/24,2016/04/15,,0,,.02,,,2016/10/31
PA12042102127,06,1,517500,2012/04/18,2017/08/15,,,,0,,,2016/10/31
PA12041201870,06,1,648000,2012/04/12,2017/05/15,,,,0,,,2016/10/31
PA12031401111,06,1,747000,2012/03/02,2017/09/15,,,,0,,,2016/10/31
PA12042402201,06,1,414000,2012/04/08,2017/05/15,,0,,0,,,2016/10/31
PA12042402197,06,1,289000,2012/04/24,2017/05/15,,,,0,,,2016/10/31
PA12042402204,06,1,845500,2012/04/30,2017/05/15,,0,,0,,,2016/10/31
PA12040701669,06,1,688500,2012/03/29,2017/07/15,,0,,0,,,2016/10/31
PA12010400035,06,1,731000,2011/12/29,2017/09/15,,,,0,,,2016/10/31
PA12030100770,06,1,280500,2012/03/02,2017/06/15,,,,0,,,2016/10/31
PA12032701379,06,1,382500,2012/03/27,2017/04/15,,,,0,,,2016/10/31
PA12053002949,06,1,339150,2012/05/31,2017/06/15,,0,,0,,,2016/10/31
PA12053002949,06,1,339150,2012/05/31,2017/06/15,,0,,0,,,2016/10/31
PA13040201370,06,1,360000,2013/03/27,2017/04/15,,0,,0,,,2016/10/31
PA12032901446,06,1,718250,2012/03/27,2017/04/15,,0,,0,,,2016/10/31
PA12060203018,06,1,229500,2012/05/20,2017/06/15,,,,0,,,2016/10/31
PA12070603471,06,1,680000,2012/07/19,2017/12/15,,,,0,,,2016/10/31
PA13030700618,06,1,297000,2013/02/28,2018/03/15,,0,,0,,,2016/10/31
PA12051302612,06,1,841500,2012/04/20,2017/06/15,,0,,0,,,2016/10/31
PA12052502848,06,1,297500,2012/05/27,2017/08/15,,0,,0,,,2016/10/31
PA12041802031,06,1,714000,2012/04/23,2018/05/15,,,,0,,,2016/10/31
PA12040601632,06,1,376000,2012/03/20,2016/04/15,,0,,0,,,2016/10/31
PA12013100288,06,1,534650,2012/02/06,2017/05/15,,,,0,,,2016/10/31
PA12031901179,06,1,267750,2012/04/13,2017/04/15,,,,0,,,2016/10/31
PA12020700370,06,1,276250,2012/02/24,2017/06/15,,,,0,,,2016/10/31
PA12030600896,06,1,765000,2012/02/29,2017/03/15,,0,,0,,,2016/10/31
PA13040101343,06,1,292000,2013/04/01,2017/05/15,,,,0,,,2016/10/31
PA12060403060,06,1,532000,2012/06/07,2016/03/15,,0,,0,,,2016/10/31
PA12060403060,06,1,532000,2012/06/07,2016/03/15,,0,,0,,,2016/10/31
PA12052902921,06,1,792000,2012/05/25,2017/12/15,,0,,0,,,2016/10/31
PA12060703100,06,1,328100,2012/06/21,2017/11/15,,,,0,,,2016/10/31
PA11112905676,06,1,158400,2011/12/07,2015/12/15,,,,0,,,2016/10/31
PA12050702464,06,1,774000,2012/05/07,2017/07/15,,0,,0,,,2016/10/31
PA12031401094,06,1,837000,2012/03/05,2017/06/15,,,,0,,,2016/10/31
PA13031600785,06,1,488800,2013/03/16,2017/10/15,,,,0,,,2016/10/31
PA13030500584,06,1,528000,2013/03/13,2017/10/15,,,,0,,,2016/10/31
PA13032901236,06,1,268000,2013/03/28,2017/04/15,,,,0,,,2016/10/31
PA12062503308,06,1,685100,2012/06/21,2017/07/15,,0,,0,,,2016/10/31
PA12040101540,06,1,522750,2012/03/29,2017/07/15,,,,0,,,2016/10/31
PA12051702700,06,1,846000,2012/05/17,2017/09/15,,,,0,,,2016/10/31
PA12052302803,06,1,378250,2012/05/14,2017/06/15,,0,,0,,,2016/10/31
PA12052302803,06,1,378250,2012/05/14,2017/06/15,,0,,0,,,2016/10/31
PA11110705335,06,1,297500,2011/11/07,2017/02/15,,,,0,,,2016/10/31
PA12031101035,06,1,510000,2012/04/08,2017/07/15,,,,0,,,2016/10/31
PA12030800973,06,1,336000,2012/03/30,2017/04/15,,,,0,,,2016/10/31
PA12052302800,06,1,685100,2012/05/21,2017/07/15,,,,0,,,2016/10/31
PA12060603078,06,1,4137648,2012/04/28,2017/07/15,,0,,.04,,,2016/10/31
PA12060603078,06,1,4137648,2012/04/28,2017/07/15,,0,,.04,,,2016/10/31
PA12072703718,06,1,704000,2012/07/27,2017/08/15,,,,0,,,2016/10/31
PA12042002082,06,1,558000,2012/04/10,2017/04/15,,,,0,,,2016/10/31
PA12050802466,06,1,289000,2012/04/23,2017/05/15,,0,,0,,,2016/10/31
PA12042502222,06,1,728000,2012/04/25,2017/05/15,,,,0,,,2016/10/31
PA11090904007,06,1,712000,2011/09/09,2017/05/15,,,,0,,,2016/10/31
PA12031001022,06,1,391000,2012/02/28,2017/03/15,,0,,0,,,2016/10/31
PA12050202359,06,1,365500,2012/04/30,2017/05/15,,,,0,,,2016/10/31
PA12040701693,06,1,272000,2012/05/05,2017/09/15,,,,0,,,2016/10/31
PA12040601627,06,1,3183783,2012/03/31,2017/05/15,,0,,.04,,,2016/10/31
PA12040601627,06,1,3183783,2012/03/31,2017/05/15,,0,,.04,,,2016/10/31
PA12031001010,06,1,304300,2012/03/01,2017/03/15,,,,0,,,2016/10/31
PA12051502660,06,1,289000,2012/05/10,2017/06/15,,,,0,,,2016/10/31
PA12070403433,06,1,807500,2012/06/27,2017/07/15,,0,,0,,,2016/10/31
PA12070403433,06,1,807500,2012/06/27,2017/07/15,,0,,0,,,2016/10/31
PA12030900991,06,1,357000,2012/04/08,2017/07/15,,,,0,,,2016/10/31
PA12051002540,06,1,646000,2012/04/23,2017/06/15,,0,,0,,,2016/10/31
PA12051002540,06,1,646000,2012/04/23,2017/06/15,,0,,0,,,2016/10/31
PA12040901773,06,1,527000,2012/04/09,2017/10/15,,,,0,,,2016/10/31
PA12030100768,06,1,792000,2012/02/27,2017/03/15,,,,0,,,2016/10/31
PA12032001235,06,1,292500,2012/04/13,2017/04/15,,,,0,,,2016/10/31
PA12022100574,06,1,704000,2012/02/26,2017/03/15,,,,0,,,2016/10/31
PA12030500840,06,1,756500,2012/03/14,2017/07/15,,,,0,,,2016/10/31
PA13040101350,06,1,280000,2013/04/01,2017/04/15,,,,0,,,2016/10/31
PA12033101506,06,1,558000,2012/03/29,2017/04/15,,0,,0,,,2016/10/31
PA12033101506,06,1,558000,2012/03/29,2017/04/15,,0,,0,,,2016/10/31
PA12030200795,06,1,348500,2012/03/28,2017/04/15,,,,0,,,2016/10/31
PA12050302386,06,1,841500,2012/04/27,2017/06/15,,0,,0,,,2016/10/31
PA12050302386,06,1,841500,2012/04/27,2017/06/15,,0,,0,,,2016/10/31
PA12042802288,06,1,2268000,2012/05/24,2018/07/15,,,,0,,,2016/10/31
PA12121204977,06,1,377825,2012/11/29,2017/12/15,,,,0,,,2016/10/31
PA12031101038,06,1,702000,2012/04/08,2017/07/15,,,,0,,,2016/10/31
PA12050302380,06,1,289000,2012/04/26,2017/05/15,,0,,0,,,2016/10/31
PA12050302380,06,1,289000,2012/04/26,2017/05/15,,0,,0,,,2016/10/31
PA12051502662,06,1,981000,2012/05/17,2017/09/15,,,,0,,,2016/10/31
PA12040701675,06,1,374000,2012/03/29,2017/04/15,,,,0,,,2016/10/31
PA12052602886,06,1,585000,2012/05/25,2017/06/15,,,,0,,,2016/10/31
PA12052902933,06,1,289000,2012/05/18,2017/12/15,,,,0,,,2016/10/31
PA12062503305,06,1,840750,2012/06/25,2018/10/15,,0,,0,,,2016/10/31
PA12041401928,06,1,361250,2012/04/23,2017/05/15,,,,0,,,2016/10/31
PA12062703336,06,1,327250,2012/07/03,2017/11/15,,,,0,,,2016/10/31
PA12030900989,06,1,688500,2012/04/08,2017/07/15,,,,0,,,2016/10/31
PA12040601645,06,1,391000,2012/04/13,2017/08/15,,,,0,,,2016/10/31
PA13030600609,06,1,306000,2013/03/07,2018/03/15,,,,0,,,2016/10/31
PA12062103274,06,1,833000,2012/06/20,2018/07/15,,,,0,,,2016/10/31
PA13040101351,06,1,512000,2013/04/01,2017/05/15,,,,0,,,2016/10/31
PA12070603454,06,1,664000,2012/07/06,2017/07/15,,,,0,,,2016/10/31
PA12070603457,06,1,510000,2012/07/15,2017/11/15,,,,0,,,2016/10/31
PA12070603460,06,1,328000,2012/07/15,2017/11/15,,,,0,,,2016/10/31
PA12070603464,06,1,280500,2012/07/15,2017/07/15,,,,0,,,2016/10/31
PA12070603463,06,1,518500,2012/07/15,2017/11/15,,,,0,,,2016/10/31
PA12070603468,06,1,496000,2012/07/15,2017/07/15,,,,0,,,2016/10/31
PA12070603470,06,1,316772,2012/07/16,2017/12/15,,,,0,,,2016/10/31
PA12021800523,06,1,715500,2012/02/29,2017/09/15,,,,0,,,2016/10/31
PA12042102115,06,1,640000,2012/04/21,2017/05/15,,,,0,,,2016/10/31
PA12030100788,06,1,836000,2012/02/29,2018/03/15,,0,,0,,,2016/10/31
PA13040101338,06,1,688000,2013/04/02,2018/04/15,,0,,0,,,2016/10/31
PA12061203159,06,1,784000,2012/05/30,2017/07/15,,,,0,,,2016/10/31
PA12110904674,06,1,346800,2012/11/10,2017/12/15,,,,0,,,2016/10/31
PA12110404620,06,1,484500,2012/11/09,2018/02/15,,,,0,,,2016/10/31
PA12082703982,06,1,328000,2012/09/08,2017/09/15,,,,0,,,2016/10/31
PA12071103514,06,1,676000,2012/07/16,2017/08/15,,,,0,,,2016/10/31
PA12102204482,06,1,355300,2012/11/26,2017/12/15,,,,0,,,2016/10/31
PA12040801701,06,1,714000,2012/03/31,2018/10/15,,,,0,,,2016/10/31
PA12040801705,06,1,361250,2012/04/08,2017/07/15,,,,0,,,2016/10/31
PA13040101330,06,1,414000,2013/03/15,2018/08/15,,0,,0,,,2016/10/31
PA12123105183,06,1,802400,2012/12/30,2019/01/15,,,,0,,,2016/10/31
PA12123105186,06,1,718800,2012/12/24,2018/02/15,,0,,0,,,2016/10/31
PA12101504395,06,1,664000,2012/10/15,2017/10/15,,,,0,,,2016/10/31
PA12101504407,06,1,279000,2012/10/11,2017/11/15,,,,0,,,2016/10/31
PA12102204481,06,1,280500,2012/11/12,2017/11/15,,,,0,,,2016/10/31
PA12052602883,06,1,864000,2012/05/22,2016/06/15,,,,0,,,2016/10/31
PA12041601977,06,1,837000,2012/04/19,2017/08/15,,,,0,,,2016/10/31
PA12070603477,06,1,276250,2012/07/19,2017/08/15,,,,0,,,2016/10/31
PA12121905065,06,1,360000,2012/12/18,2018/01/15,,,,0,,,2016/10/31
PA12082003931,06,1,685100,2012/08/18,2017/09/15,,0,,0,,,2016/10/31
PA12082003931,06,1,685100,2012/08/18,2017/09/15,,0,,0,,,2016/10/31
PA12072003576,06,1,550800,2012/08/06,2017/09/15,,,,0,,,2016/10/31
PA12052402841,06,1,512500,2012/05/16,2017/06/15,,,,0,,,2016/10/31
PA12110504632,06,1,283500,2012/10/27,2017/12/15,,,,0,,,2016/10/31
PA12040601626,06,1,344250,2012/05/05,2017/08/15,,,,0,,,2016/10/31
PA12041101835,06,1,760000,2012/03/30,2017/04/15,,,,0,,,2016/10/31
PA12042302165,06,1,730800,2012/05/02,2017/08/15,,,,0,,,2016/10/31
PA12090804104,06,1,2448000,2012/09/09,2017/11/15,,,,0,,,2016/10/31
PA12090904107,06,1,493000,2012/09/10,2017/09/15,,0,,0,,,2016/10/31
PA12090904107,06,1,493000,2012/09/10,2017/09/15,,0,,0,,,2016/10/31
PA12070603475,06,1,344000,2012/07/15,2017/11/15,,,,0,,,2016/10/31
PA12072603665,06,1,527000,2012/07/01,2017/08/15,,0,,0,,,2016/10/31
PA12072603665,06,1,527000,2012/07/01,2017/08/15,,0,,0,,,2016/10/31
PA12052202785,06,1,685100,2012/05/21,2017/07/15,,,,0,,,2016/10/31
PA12051302611,06,1,365500,2012/05/07,2017/05/15,,0,,0,,,2016/10/31
PA12102604532,06,1,819000,2012/10/25,2018/02/15,,,,0,,,2016/10/31
PA12102904552,06,1,386400,2012/10/25,2016/11/15,,,,0,,,2016/10/31
PA12091904182,06,1,357000,2012/09/13,2018/01/15,,,,0,,,2016/10/31
PA12101704430,06,1,846000,2012/10/20,2018/02/15,,,,0,,,2016/10/31
PA12110804672,06,1,400000,2012/11/04,2017/01/15,,0,,0,,,2016/10/31
PA12110804672,06,1,400000,2012/11/04,2017/01/15,,0,,0,,,2016/10/31
PA12092104210,06,1,348500,2012/10/20,2017/11/15,,,,0,,,2016/10/31
PA12101304381,06,1,704000,2012/10/13,2017/10/15,,,,0,,,2016/10/31
PA12032901435,06,1,297000,2012/03/31,2017/04/15,,,,0,,,2016/10/31
PA12090604085,06,1,569500,2012/08/30,2017/09/15,,0,,0,,,2016/10/31
PA12090604085,06,1,569500,2012/08/30,2017/09/15,,0,,0,,,2016/10/31
PA12082803988,06,1,280500,2012/10/19,2017/11/15,,,,0,,,2016/10/31
PA12072203602,06,1,289000,2012/07/31,2017/09/15,,,,0,,,2016/10/31
PA12053102994,06,1,774000,2012/05/27,2017/07/15,,,,0,,,2016/10/31
PA12041501941,06,1,391000,2012/03/22,2017/04/15,,0,,0,,,2016/10/31
PA12041601975,06,1,535500,2012/04/11,2017/05/15,,,,0,,,2016/10/31
PA12101504405,06,1,1212950,2012/09/25,2018/10/15,,,,0,,,2016/10/31
PA12111604728,06,1,4321053,2012/11/16,2017/12/15,,0,,.04,,,2016/10/31
PA12111604728,06,1,4321053,2012/11/16,2017/12/15,,0,,.04,,,2016/10/31
PA12032601351,06,1,755250,2012/03/28,2018/07/15,,0,,0,,,2016/10/31
PA12080403805,06,1,810000,2012/06/18,2019/02/15,,0,,0,,,2016/10/31
PA12080403805,06,1,810000,2012/06/18,2019/02/15,,0,,0,,,2016/10/31
PA12032001245,06,1,456000,2012/03/20,2017/03/15,,,,0,,,2016/10/31
PA11102004870,06,1,671500,2011/11/07,2017/02/15,,,,0,,,2016/10/31
PA12042802298,06,1,357000,2012/04/25,2017/05/15,,,,0,,,2016/10/31
PA12110904675,06,1,1767000,2012/11/11,2018/07/15,,0,,0,,,2016/10/31
PA12110904675,06,1,1767000,2012/11/11,2018/07/15,,0,,0,,,2016/10/31
PA12102604527,06,1,624000,2012/10/22,2017/11/15,,,,0,,,2016/10/31
PA12082303949,06,1,747000,2012/08/22,2017/09/15,,,,0,,,2016/10/31
PA12071703556,06,1,720000,2012/08/06,2017/08/15,,,,0,,,2016/10/31
PA12072103593,06,1,357000,2012/07/31,2017/09/15,,,,0,,,2016/10/31
PA12041301881,06,1,756800,2012/04/02,2017/04/15,,0,,0,,,2016/10/31
PA12040701676,06,1,731000,2012/04/05,2017/07/15,,,,0,,,2016/10/31
PA12060303031,06,1,774000,2012/06/09,2017/08/15,,0,,0,,,2016/10/31
PA12052202789,06,1,277100,2012/05/14,2017/05/15,,,,0,,,2016/10/31
PA12050602446,06,1,792000,2012/06/01,2018/07/15,,,,0,,,2016/10/31
PA12121805038,06,1,756000,2012/12/11,2018/07/15,,,,0,,,2016/10/31
PA12122405123,06,1,704000,2012/12/22,2018/01/15,,,,0,,,2016/10/31
PA12122805162,06,1,688000,2012/12/29,2018/03/15,,,,0,,,2016/10/31
PA12122905171,06,1,276000,2012/12/29,2017/01/15,,,,0,,,2016/10/31
PA13010500028,06,1,1350000,2013/01/05,2018/01/15,,,,0,,,2016/10/31
PA13022700452,06,1,4648926,2013/02/28,2018/03/15,,0,,.04,,,2016/10/31
PA13022700452,06,1,4648926,2013/02/28,2018/03/15,,0,,.04,,,2016/10/31
PA12090804101,06,1,535500,2012/09/08,2017/09/15,,,,0,,,2016/10/31
PA12090804102,06,1,335750,2012/09/08,2017/09/15,,,,0,,,2016/10/31
PA13030300510,06,1,752000,2013/03/05,2018/03/15,,,,0,,,2016/10/31
PA12111504719,06,1,765000,2012/11/06,2017/12/15,,,,0,,,2016/10/31
PA12070603462,06,1,747000,2012/07/15,2017/11/15,,,,0,,,2016/10/31
PA13010400024,06,1,263500,2013/01/16,2018/02/15,,,,0,,,2016/10/31
PA12101604412,06,1,4416649,2012/10/07,2017/11/15,,0,,.04,,,2016/10/31
PA12101604412,06,1,4416649,2012/10/07,2017/11/15,,0,,.04,,,2016/10/31
PA12111604743,06,1,4590387,2012/11/02,2018/01/15,,0,,.04,,,2016/10/31
PA12111604743,06,1,4590387,2012/11/02,2018/01/15,,0,,.04,,,2016/10/31
PA12080603823,06,1,567000,2012/07/30,2017/08/15,,,,0,,,2016/10/31
PA12091304136,06,1,805250,2012/08/25,2017/12/15,,0,,0,,,2016/10/31
